vehicle_id,zone_name,latitude,longitude,soc_now,hour,day_of_week,demand_zone_score,timestamp_iso,temp_c,rain_mm,battery_health,trips_last_24h,avg_trip_km,last_trip_km,last_trip_min,minutes_to_empty
VRY-1003-1514,Viry-Chatillon,48.667614,2.375898,0.645,12,4,1.0,2025-10-03T12:00,20.3,0.44,0.893,3,1.78,1.57,10.1,305.0
BOB-1003-1515,Bobigny,48.90647,2.436226,0.708,11,4,1.15,2025-10-03T11:00,22.2,4.7,0.983,1,1.12,0.51,10.7,285.4
MAL-1003-1516,Malakoff,48.82133,2.297553,0.597,19,4,1.522,2025-10-03T19:00,18.1,0.99,0.927,7,2.39,2.88,15.3,233.3
MAL-1003-1517,Malakoff,48.823561,2.28379,0.506,8,4,1.522,2025-10-03T08:00,21.4,9.74,0.88,3,2.31,1.48,12.5,171.1
RSB-1003-1518,Roissy-en-Brie,48.79163,2.641844,0.855,14,4,1.1,2025-10-03T14:00,20.4,0.0,0.969,3,2.12,3.15,13.5,377.8
RSB-1003-1519,Roissy-en-Brie,48.802519,2.639353,0.298,18,4,1.595,2025-10-03T18:00,18.6,0.0,0.934,3,2.49,3.6,16.6,128.6
MAL-1003-1520,Malakoff,48.819716,2.31143,0.54,10,4,1.05,2025-10-03T10:00,21.7,0.0,0.962,3,1.76,0.58,12.2,255.0
VLP-1003-1521,Villepinte,48.960332,2.558455,0.416,8,4,1.74,2025-10-03T08:00,11.6,2.2,0.993,8,3.28,1.26,18.2,141.2
MAL-1003-1522,Malakoff,48.830839,2.329084,0.698,15,4,1.05,2025-10-03T15:00,18.6,0.22,0.892,5,0.86,0.47,11.4,337.8
MAL-1003-1523,Malakoff,48.827518,2.302941,0.624,8,4,1.522,2025-10-03T08:00,22.8,0.2,0.938,3,2.44,3.6,14.6,189.3
VLP-1003-1524,Villepinte,48.965047,2.54955,0.559,16,4,1.2,2025-10-03T16:00,21.3,0.35,0.882,3,1.82,1.21,9.6,189.1
RSB-1003-1525,Roissy-en-Brie,48.792899,2.661635,0.55,21,4,1.1,2025-10-03T21:00,17.9,1.04,0.894,3,1.12,1.02,9.9,263.3
BOB-1003-1526,Bobigny,48.903847,2.464273,0.475,17,4,1.667,2025-10-03T17:00,19.4,0.0,0.877,5,2.79,2.55,18.9,137.8
RSB-1003-1527,Roissy-en-Brie,48.791478,2.662703,0.855,12,4,1.1,2025-10-03T12:00,22.3,0.27,0.977,2,2.02,1.58,11.3,390.3
RSB-1003-1528,Roissy-en-Brie,48.795205,2.649659,0.667,10,4,1.1,2025-10-03T10:00,15.7,0.0,0.975,3,1.61,1.53,14.3,284.2
VRY-1003-1529,Viry-Chatillon,48.676544,2.368936,0.586,9,4,1.45,2025-10-03T09:00,16.7,0.39,0.959,1,2.08,2.86,14.5,201.2
RSB-1003-1530,Roissy-en-Brie,48.784798,2.642943,0.453,22,4,1.1,2025-10-03T22:00,19.2,2.65,0.88,4,1.29,2.1,7.5,205.6
RSB-1003-1531,Roissy-en-Brie,48.774691,2.662191,0.476,13,4,1.1,2025-10-03T13:00,21.3,0.51,0.89,3,2.19,2.81,9.1,234.3
BOB-1003-1532,Bobigny,48.909159,2.463975,0.442,21,4,1.15,2025-10-03T21:00,18.7,0.0,0.968,8,1.03,0.2,11.1,168.1
VRY-1003-1533,Viry-Chatillon,48.661144,2.400009,0.523,6,4,1.0,2025-10-03T06:00,21.0,0.0,0.92,4,1.85,2.12,7.2,260.2
BOB-1003-1534,Bobigny,48.912686,2.459905,0.543,18,4,1.667,2025-10-03T18:00,19.3,1.37,0.889,2,1.47,1.77,12.4,171.9
VRY-1003-1535,Viry-Chatillon,48.682196,2.385956,0.573,17,4,1.45,2025-10-03T17:00,27.0,0.0,0.875,8,2.86,3.47,16.4,178.3
RSB-1003-1536,Roissy-en-Brie,48.794213,2.663272,0.453,14,4,1.1,2025-10-03T14:00,10.9,0.0,0.969,4,1.61,1.68,10.0,227.8
BOB-1003-1537,Bobigny,48.897062,2.421607,0.384,16,4,1.15,2025-10-03T16:00,12.6,2.78,0.998,7,1.15,1.23,12.1,163.4
MAL-1003-1538,Malakoff,48.832454,2.315182,0.416,10,4,1.05,2025-10-03T10:00,16.6,0.29,0.943,4,1.74,1.04,6.7,204.1
VRY-1003-1539,Viry-Chatillon,48.660448,2.384727,0.449,11,4,1.0,2025-10-03T11:00,14.4,1.65,0.895,4,1.19,1.94,6.7,238.1
MAL-1003-1540,Malakoff,48.816972,2.291348,0.457,22,4,1.05,2025-10-03T22:00,15.2,0.53,0.988,4,1.53,1.43,16.9,219.4
RSB-1003-1541,Roissy-en-Brie,48.806059,2.659281,0.449,15,4,1.1,2025-10-03T15:00,19.4,0.0,0.949,2,3.27,2.96,16.4,191.1
VRY-1003-1542,Viry-Chatillon,48.671628,2.372547,0.105,7,4,1.45,2025-10-03T07:00,19.2,0.0,0.982,5,2.87,2.89,19.5,28.3
MAL-1003-1543,Malakoff,48.835533,2.320106,0.499,19,4,1.522,2025-10-03T19:00,15.6,0.0,0.978,4,3.68,4.27,17.1,193.2
VRY-1003-1544,Viry-Chatillon,48.675726,2.377152,0.739,6,4,1.0,2025-10-03T06:00,29.8,0.0,0.872,4,2.45,3.06,13.8,402.9
VLP-1003-1545,Villepinte,48.967504,2.525365,0.551,13,4,1.2,2025-10-03T13:00,13.7,0.0,0.915,3,2.7,1.67,14.8,210.0
MAL-1003-1546,Malakoff,48.82156,2.309649,0.35,15,4,1.05,2025-10-03T15:00,19.6,1.32,0.923,2,2.36,2.47,10.3,163.4
MAL-1003-1547,Malakoff,48.827343,2.292272,0.808,8,4,1.522,2025-10-03T08:00,21.2,0.27,0.896,3,3.04,2.63,13.4,266.9
MAL-1003-1548,Malakoff,48.812102,2.309666,0.591,8,4,1.522,2025-10-03T08:00,16.6,0.0,0.894,10,2.68,1.02,14.5,189.5
VRY-1003-1549,Viry-Chatillon,48.658477,2.390404,0.665,11,4,1.0,2025-10-03T11:00,17.2,0.62,0.965,4,2.02,2.6,13.3,286.9
MAL-1003-1550,Malakoff,48.841473,2.304594,0.58,8,4,1.522,2025-10-03T08:00,15.0,1.81,0.955,4,2.73,2.34,19.2,179.8
VRY-1003-1551,Viry-Chatillon,48.659084,2.383304,0.602,13,4,1.0,2025-10-03T13:00,14.7,2.05,0.898,4,2.46,1.65,9.8,317.6
BOB-1003-1552,Bobigny,48.890639,2.4454,0.134,8,4,1.667,2025-10-03T08:00,10.6,6.69,0.865,6,2.87,3.27,14.3,82.1
VRY-1003-1553,Viry-Chatillon,48.671637,2.38997,0.2,21,4,1.0,2025-10-03T21:00,21.6,0.0,0.936,2,0.87,1.49,10.3,64.4
BOB-1003-1554,Bobigny,48.907762,2.452364,0.255,21,4,1.15,2025-10-03T21:00,11.5,0.0,0.866,1,1.29,1.52,12.9,95.6
MAL-1003-1555,Malakoff,48.810543,2.304352,0.254,17,4,1.522,2025-10-03T17:00,14.0,1.87,0.901,3,3.37,3.88,14.7,79.0
VLP-1003-1556,Villepinte,48.982574,2.523068,0.846,12,4,1.2,2025-10-03T12:00,21.5,0.0,0.958,6,1.19,1.59,11.4,367.9
BOB-1003-1557,Bobigny,48.910471,2.468905,0.379,22,4,1.15,2025-10-03T22:00,17.7,1.71,0.984,5,1.73,1.03,11.4,165.1
MAL-1003-1558,Malakoff,48.827771,2.307655,0.1,7,4,1.522,2025-10-03T07:00,26.0,0.52,0.925,5,1.63,2.15,20.4,27.0
MAL-1003-1559,Malakoff,48.831361,2.284624,0.461,22,4,1.05,2025-10-03T22:00,16.3,0.71,0.926,5,1.73,2.18,17.4,183.0
MAL-1003-1560,Malakoff,48.829278,2.284362,0.183,11,4,1.05,2025-10-03T11:00,15.8,0.0,0.943,6,1.97,1.03,9.3,76.5
VLP-1003-1561,Villepinte,48.970047,2.535558,0.492,16,4,1.2,2025-10-03T16:00,16.6,1.29,0.963,5,2.55,2.85,8.5,228.5
RSB-1003-1562,Roissy-en-Brie,48.777355,2.651049,0.323,11,4,1.1,2025-10-03T11:00,12.6,1.97,0.919,3,0.68,1.39,13.3,111.0
RSB-1003-1563,Roissy-en-Brie,48.796122,2.648455,0.442,9,4,1.595,2025-10-03T09:00,19.5,2.41,0.923,3,2.1,1.3,17.9,123.6
MAL-1003-1564,Malakoff,48.835338,2.28899,0.694,9,4,1.522,2025-10-03T09:00,19.5,1.19,0.883,6,1.67,1.04,15.9,219.8
BOB-1003-1565,Bobigny,48.924355,2.417503,0.286,12,4,1.15,2025-10-03T12:00,18.5,3.17,0.885,4,1.33,0.2,5.9,111.2
BOB-1003-1566,Bobigny,48.911313,2.464645,0.658,10,4,1.15,2025-10-03T10:00,22.4,0.96,0.871,1,0.77,0.65,9.3,277.5
BOB-1003-1567,Bobigny,48.911983,2.459763,0.434,10,4,1.15,2025-10-03T10:00,13.6,3.75,0.864,4,1.41,1.01,17.9,174.4
VLP-1003-1568,Villepinte,48.964669,2.540484,0.733,16,4,1.2,2025-10-03T16:00,20.8,0.0,0.901,3,2.65,2.39,11.2,291.7
BOB-1003-1569,Bobigny,48.904859,2.457421,0.472,21,4,1.15,2025-10-03T21:00,13.6,0.0,0.864,3,1.85,1.6,14.0,177.7
MAL-1003-1570,Malakoff,48.81449,2.276321,0.386,7,4,1.522,2025-10-03T07:00,18.0,0.09,0.972,9,2.58,1.31,13.4,145.9
VRY-1003-1571,Viry-Chatillon,48.663989,2.375773,0.1,16,4,1.0,2025-10-03T16:00,7.2,2.91,0.977,5,0.45,1.18,9.9,33.9
BOB-1003-1572,Bobigny,48.927433,2.436904,0.403,11,4,1.15,2025-10-03T11:00,17.4,0.33,0.988,5,1.28,1.57,15.5,167.9
VRY-1003-1573,Viry-Chatillon,48.665989,2.375617,0.72,21,4,1.0,2025-10-03T21:00,14.9,0.0,0.953,6,1.36,1.61,7.3,377.2
VRY-1003-1574,Viry-Chatillon,48.682476,2.375654,0.636,18,4,1.45,2025-10-03T18:00,18.2,0.25,0.887,1,1.54,1.38,14.7,248.0
MAL-1003-1575,Malakoff,48.805785,2.28049,0.61,16,4,1.05,2025-10-03T16:00,16.9,1.04,0.938,5,1.36,1.35,3.4,283.2
VRY-1003-1576,Viry-Chatillon,48.663011,2.375295,0.421,10,4,1.0,2025-10-03T10:00,18.1,0.0,0.969,4,2.26,3.61,13.3,211.3
MAL-1003-1577,Malakoff,48.824766,2.287997,0.167,6,4,1.05,2025-10-03T06:00,19.9,0.0,0.96,1,2.66,2.67,3.9,84.9
RSB-1003-1578,Roissy-en-Brie,48.779157,2.666375,0.49,8,4,1.595,2025-10-03T08:00,13.7,0.0,0.921,5,2.13,0.91,14.2,158.5
MAL-1003-1579,Malakoff,48.828218,2.288077,0.566,13,4,1.05,2025-10-03T13:00,21.2,0.83,0.861,2,1.91,2.0,12.8,259.7
BOB-1003-1580,Bobigny,48.914216,2.444338,0.835,8,4,1.667,2025-10-03T08:00,20.9,0.37,0.927,9,2.69,2.62,16.9,270.7
BOB-1003-1581,Bobigny,48.908055,2.447798,0.513,11,4,1.15,2025-10-03T11:00,17.0,5.65,0.999,2,1.26,1.58,9.6,200.6
VLP-1003-1582,Villepinte,48.965865,2.544659,0.792,8,4,1.74,2025-10-03T08:00,20.0,1.09,0.978,6,2.36,3.2,17.6,238.9
VRY-1003-1583,Viry-Chatillon,48.673437,2.347853,0.64,6,4,1.0,2025-10-03T06:00,13.8,0.36,0.974,2,1.46,1.02,5.0,295.6
VLP-1003-1584,Villepinte,48.973223,2.54502,0.354,18,4,1.74,2025-10-03T18:00,21.7,0.0,0.999,7,3.03,3.22,16.5,92.0
RSB-1003-1585,Roissy-en-Brie,48.791994,2.667754,0.464,17,4,1.595,2025-10-03T17:00,23.4,0.0,0.918,4,3.76,4.28,19.2,166.1
BOB-1003-1586,Bobigny,48.921436,2.453814,0.562,7,4,1.667,2025-10-03T07:00,20.8,3.14,0.93,5,2.04,2.6,16.3,173.3
MAL-1003-1587,Malakoff,48.815643,2.302234,0.227,15,4,1.05,2025-10-03T15:00,13.7,0.0,0.916,1,1.72,2.05,6.3,91.3
VRY-1003-1588,Viry-Chatillon,48.66224,2.350437,0.235,21,4,1.0,2025-10-03T21:00,16.6,7.67,0.929,3,1.59,1.91,4.4,112.1
MAL-1003-1589,Malakoff,48.831762,2.316579,0.42,15,4,1.05,2025-10-03T15:00,20.9,3.37,0.943,2,1.99,1.77,12.0,178.7
RSB-1003-1590,Roissy-en-Brie,48.794705,2.656953,0.391,14,4,1.1,2025-10-03T14:00,12.7,0.0,0.92,2,2.88,2.95,13.4,172.6
VRY-1003-1591,Viry-Chatillon,48.679299,2.365989,0.661,22,4,1.0,2025-10-03T22:00,18.4,2.2,0.972,2,0.62,1.36,16.7,283.5
VLP-1003-1592,Villepinte,48.968007,2.525345,0.574,7,4,1.74,2025-10-03T07:00,14.0,1.45,0.945,3,2.91,3.37,15.8,174.8
VRY-1003-1593,Viry-Chatillon,48.666125,2.397674,0.373,7,4,1.45,2025-10-03T07:00,20.2,1.59,0.986,3,3.3,2.26,16.1,114.6
BOB-1003-1594,Bobigny,48.924104,2.471576,0.124,15,4,1.15,2025-10-03T15:00,17.9,3.61,0.88,3,2.04,0.54,12.1,54.7
VLP-1003-1595,Villepinte,48.966609,2.523249,0.611,12,4,1.2,2025-10-03T12:00,19.2,1.85,0.94,3,2.08,2.1,13.6,220.7
BOB-1003-1596,Bobigny,48.904231,2.439403,0.412,21,4,1.15,2025-10-03T21:00,18.5,0.0,0.896,3,2.86,3.14,17.6,175.6
VLP-1003-1597,Villepinte,48.973267,2.566051,0.516,8,4,1.74,2025-10-03T08:00,21.1,0.0,0.932,6,3.75,3.95,16.9,158.5
MAL-1003-1598,Malakoff,48.812055,2.29193,0.645,11,4,1.05,2025-10-03T11:00,19.7,1.42,0.887,2,2.47,3.19,14.5,292.9
BOB-1003-1599,Bobigny,48.912667,2.461626,0.41,18,4,1.667,2025-10-03T18:00,12.4,0.87,0.888,4,2.85,2.66,19.1,133.1
